src,dst,type
Event:R:157,ATTACK:UNK,USES_TECHNIQUE
Event:R:157,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:157,PERFORMS
Event:B:157,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:158,PERFORMS
Event:R:158,ATTACK:UNK,USES_TECHNIQUE
Event:R:158,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:158,PERFORMS
Event:B:158,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:159,PERFORMS
Event:R:159,ATTACK:UNK,USES_TECHNIQUE
Event:R:159,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:159,PERFORMS
Event:B:159,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:160,PERFORMS
Event:R:160,ATTACK:UNK,USES_TECHNIQUE
Event:R:160,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:160,PERFORMS
Event:B:160,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:161,PERFORMS
Event:R:161,ATTACK:UNK,USES_TECHNIQUE
Event:R:161,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:161,PERFORMS
Event:B:161,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:162,PERFORMS
Event:R:162,ATTACK:UNK,USES_TECHNIQUE
Event:R:162,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:162,PERFORMS
Event:B:162,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:163,PERFORMS
Event:R:163,ATTACK:UNK,USES_TECHNIQUE
Event:R:163,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:163,PERFORMS
Event:B:163,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:164,PERFORMS
Event:R:164,ATTACK:UNK,USES_TECHNIQUE
Event:R:164,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:164,PERFORMS
Event:B:164,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:165,PERFORMS
Event:R:165,ATTACK:UNK,USES_TECHNIQUE
Event:R:165,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:165,PERFORMS
Event:B:165,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:166,PERFORMS
Event:R:166,ATTACK:UNK,USES_TECHNIQUE
Event:R:166,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:166,PERFORMS
Event:B:166,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:167,PERFORMS
Event:R:167,ATTACK:UNK,USES_TECHNIQUE
Event:R:167,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:167,PERFORMS
Event:B:167,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:168,PERFORMS
Event:R:168,ATTACK:UNK,USES_TECHNIQUE
Event:R:168,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:168,PERFORMS
Event:B:168,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:169,PERFORMS
Event:R:169,ATTACK:UNK,USES_TECHNIQUE
Event:R:169,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:169,PERFORMS
Event:B:169,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:170,PERFORMS
Event:R:170,ATTACK:UNK,USES_TECHNIQUE
Event:R:170,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:170,PERFORMS
Event:B:170,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:171,PERFORMS
Event:R:171,ATTACK:UNK,USES_TECHNIQUE
Event:R:171,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:171,PERFORMS
Event:B:171,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:172,PERFORMS
Event:R:172,ATTACK:UNK,USES_TECHNIQUE
Event:R:172,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:172,PERFORMS
Event:B:172,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:173,PERFORMS
Event:R:173,ATTACK:UNK,USES_TECHNIQUE
Event:R:173,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:173,PERFORMS
Event:B:173,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:174,PERFORMS
Event:R:174,ATTACK:UNK,USES_TECHNIQUE
Event:R:174,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:174,PERFORMS
Event:B:174,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:175,PERFORMS
Event:R:175,ATTACK:UNK,USES_TECHNIQUE
Event:R:175,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:175,PERFORMS
Event:B:175,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:176,PERFORMS
Event:R:176,ATTACK:UNK,USES_TECHNIQUE
Event:R:176,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:176,PERFORMS
Event:B:176,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:177,PERFORMS
Event:R:177,ATTACK:UNK,USES_TECHNIQUE
Event:R:177,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:177,PERFORMS
Event:B:177,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:178,PERFORMS
Event:R:178,ATTACK:UNK,USES_TECHNIQUE
Event:R:178,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:178,PERFORMS
Event:B:178,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:179,PERFORMS
Event:R:179,ATTACK:UNK,USES_TECHNIQUE
Event:R:179,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:179,PERFORMS
Event:B:179,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:180,PERFORMS
Event:R:180,ATTACK:UNK,USES_TECHNIQUE
Event:R:180,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:180,PERFORMS
Event:B:180,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:181,PERFORMS
Event:R:181,ATTACK:UNK,USES_TECHNIQUE
Event:R:181,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:181,PERFORMS
Event:B:181,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:182,PERFORMS
Event:R:182,ATTACK:UNK,USES_TECHNIQUE
Event:R:182,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:182,PERFORMS
Event:B:182,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:183,PERFORMS
Event:R:183,ATTACK:UNK,USES_TECHNIQUE
Event:R:183,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:183,PERFORMS
Event:B:183,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:184,PERFORMS
Event:R:184,ATTACK:UNK,USES_TECHNIQUE
Event:R:184,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:184,PERFORMS
Event:B:184,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:185,PERFORMS
Event:R:185,ATTACK:UNK,USES_TECHNIQUE
Event:R:185,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:185,PERFORMS
Event:B:185,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:186,PERFORMS
Event:R:186,ATTACK:UNK,USES_TECHNIQUE
Event:R:186,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:186,PERFORMS
Event:B:186,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:187,PERFORMS
Event:R:187,ATTACK:UNK,USES_TECHNIQUE
Event:R:187,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:187,PERFORMS
Event:B:187,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:188,PERFORMS
Event:R:188,ATTACK:UNK,USES_TECHNIQUE
Event:R:188,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:188,PERFORMS
Event:B:188,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:189,PERFORMS
Event:R:189,ATTACK:UNK,USES_TECHNIQUE
Event:R:189,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:189,PERFORMS
Event:B:189,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:190,PERFORMS
Event:R:190,ATTACK:UNK,USES_TECHNIQUE
Event:R:190,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:190,PERFORMS
Event:B:190,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:191,PERFORMS
Event:R:191,ATTACK:UNK,USES_TECHNIQUE
Event:R:191,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:191,PERFORMS
Event:B:191,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:192,PERFORMS
Event:R:192,ATTACK:UNK,USES_TECHNIQUE
Event:R:192,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:192,PERFORMS
Event:B:192,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:193,PERFORMS
Event:R:193,ATTACK:UNK,USES_TECHNIQUE
Event:R:193,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:193,PERFORMS
Event:B:193,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:194,PERFORMS
Event:R:194,ATTACK:UNK,USES_TECHNIQUE
Event:R:194,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:194,PERFORMS
Event:B:194,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:195,PERFORMS
Event:R:195,ATTACK:UNK,USES_TECHNIQUE
Event:R:195,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:195,PERFORMS
Event:B:195,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:196,PERFORMS
Event:R:196,ATTACK:UNK,USES_TECHNIQUE
Event:R:196,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:196,PERFORMS
Event:B:196,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:197,PERFORMS
Event:R:197,ATTACK:UNK,USES_TECHNIQUE
Event:R:197,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:197,PERFORMS
Event:B:197,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:198,PERFORMS
Event:R:198,ATTACK:UNK,USES_TECHNIQUE
Event:R:198,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:198,PERFORMS
Event:B:198,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:199,PERFORMS
Event:R:199,ATTACK:UNK,USES_TECHNIQUE
Event:R:199,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:199,PERFORMS
Event:B:199,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:200,PERFORMS
Event:R:200,ATTACK:UNK,USES_TECHNIQUE
Event:R:200,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:200,PERFORMS
Event:B:200,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:201,PERFORMS
Event:R:201,ATTACK:UNK,USES_TECHNIQUE
Event:R:201,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:201,PERFORMS
Event:B:201,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:202,PERFORMS
Event:R:202,ATTACK:UNK,USES_TECHNIQUE
Event:R:202,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:202,PERFORMS
Event:B:202,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:203,PERFORMS
Event:R:203,ATTACK:UNK,USES_TECHNIQUE
Event:R:203,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:203,PERFORMS
Event:B:203,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:204,PERFORMS
Event:R:204,ATTACK:UNK,USES_TECHNIQUE
Event:R:204,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:204,PERFORMS
Event:B:204,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:205,PERFORMS
Event:R:205,ATTACK:UNK,USES_TECHNIQUE
Event:R:205,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:205,PERFORMS
Event:B:205,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:206,PERFORMS
Event:R:206,ATTACK:UNK,USES_TECHNIQUE
Event:R:206,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:206,PERFORMS
Event:B:206,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:207,PERFORMS
Event:R:207,ATTACK:UNK,USES_TECHNIQUE
Event:R:207,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:207,PERFORMS
Event:B:207,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:208,PERFORMS
Event:R:208,ATTACK:UNK,USES_TECHNIQUE
Event:R:208,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:208,PERFORMS
Event:B:208,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:209,PERFORMS
Event:R:209,ATTACK:UNK,USES_TECHNIQUE
Event:R:209,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:209,PERFORMS
Event:B:209,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:210,PERFORMS
Event:R:210,ATTACK:UNK,USES_TECHNIQUE
Event:R:210,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:210,PERFORMS
Event:B:210,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:211,PERFORMS
Event:R:211,ATTACK:UNK,USES_TECHNIQUE
Event:R:211,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:211,PERFORMS
Event:B:211,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:212,PERFORMS
Event:R:212,ATTACK:UNK,USES_TECHNIQUE
Event:R:212,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:212,PERFORMS
Event:B:212,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:213,PERFORMS
Event:R:213,ATTACK:UNK,USES_TECHNIQUE
Event:R:213,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:213,PERFORMS
Event:B:213,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:214,PERFORMS
Event:R:214,ATTACK:UNK,USES_TECHNIQUE
Event:R:214,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:214,PERFORMS
Event:B:214,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:215,PERFORMS
Event:R:215,ATTACK:UNK,USES_TECHNIQUE
Event:R:215,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:215,PERFORMS
Event:B:215,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:216,PERFORMS
Event:R:216,ATTACK:UNK,USES_TECHNIQUE
Event:R:216,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:216,PERFORMS
Event:B:216,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:217,PERFORMS
Event:R:217,ATTACK:UNK,USES_TECHNIQUE
Event:R:217,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:217,PERFORMS
Event:B:217,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:218,PERFORMS
Event:R:218,ATTACK:UNK,USES_TECHNIQUE
Event:R:218,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:218,PERFORMS
Event:B:218,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:219,PERFORMS
Event:R:219,ATTACK:UNK,USES_TECHNIQUE
Event:R:219,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:219,PERFORMS
Event:B:219,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:220,PERFORMS
Event:R:220,ATTACK:UNK,USES_TECHNIQUE
Event:R:220,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:220,PERFORMS
Event:B:220,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:221,PERFORMS
Event:R:221,ATTACK:UNK,USES_TECHNIQUE
Event:R:221,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:221,PERFORMS
Event:B:221,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:222,PERFORMS
Event:R:222,ATTACK:UNK,USES_TECHNIQUE
Event:R:222,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:222,PERFORMS
Event:B:222,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:223,PERFORMS
Event:R:223,ATTACK:UNK,USES_TECHNIQUE
Event:R:223,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:223,PERFORMS
Event:B:223,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:224,PERFORMS
Event:R:224,ATTACK:UNK,USES_TECHNIQUE
Event:R:224,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:224,PERFORMS
Event:B:224,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:225,PERFORMS
Event:R:225,ATTACK:UNK,USES_TECHNIQUE
Event:R:225,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:225,PERFORMS
Event:B:225,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:226,PERFORMS
Event:R:226,ATTACK:UNK,USES_TECHNIQUE
Event:R:226,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:226,PERFORMS
Event:B:226,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:227,PERFORMS
Event:R:227,ATTACK:UNK,USES_TECHNIQUE
Event:R:227,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:227,PERFORMS
Event:B:227,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:228,PERFORMS
Event:R:228,ATTACK:UNK,USES_TECHNIQUE
Event:R:228,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:228,PERFORMS
Event:B:228,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:229,PERFORMS
Event:R:229,ATTACK:UNK,USES_TECHNIQUE
Event:R:229,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:229,PERFORMS
Event:B:229,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:230,PERFORMS
Event:R:230,ATTACK:UNK,USES_TECHNIQUE
Event:R:230,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:230,PERFORMS
Event:B:230,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:231,PERFORMS
Event:R:231,ATTACK:UNK,USES_TECHNIQUE
Event:R:231,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:231,PERFORMS
Event:B:231,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:232,PERFORMS
Event:R:232,ATTACK:UNK,USES_TECHNIQUE
Event:R:232,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:232,PERFORMS
Event:B:232,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:233,PERFORMS
Event:R:233,ATTACK:UNK,USES_TECHNIQUE
Event:R:233,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:233,PERFORMS
Event:B:233,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:234,PERFORMS
Event:R:234,ATTACK:UNK,USES_TECHNIQUE
Event:R:234,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:234,PERFORMS
Event:B:234,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:235,PERFORMS
Event:R:235,ATTACK:UNK,USES_TECHNIQUE
Event:R:235,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:235,PERFORMS
Event:B:235,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:236,PERFORMS
Event:R:236,ATTACK:UNK,USES_TECHNIQUE
Event:R:236,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:236,PERFORMS
Event:B:236,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:237,PERFORMS
Event:R:237,ATTACK:UNK,USES_TECHNIQUE
Event:R:237,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:237,PERFORMS
Event:B:237,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:238,PERFORMS
Event:R:238,ATTACK:UNK,USES_TECHNIQUE
Event:R:238,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:238,PERFORMS
Event:B:238,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:239,PERFORMS
Event:R:239,ATTACK:UNK,USES_TECHNIQUE
Event:R:239,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:239,PERFORMS
Event:B:239,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:240,PERFORMS
Event:R:240,ATTACK:UNK,USES_TECHNIQUE
Event:R:240,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:240,PERFORMS
Event:B:240,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:241,PERFORMS
Event:R:241,ATTACK:UNK,USES_TECHNIQUE
Event:R:241,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:241,PERFORMS
Event:B:241,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:242,PERFORMS
Event:R:242,ATTACK:UNK,USES_TECHNIQUE
Event:R:242,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:242,PERFORMS
Event:B:242,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:243,PERFORMS
Event:R:243,ATTACK:UNK,USES_TECHNIQUE
Event:R:243,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:243,PERFORMS
Event:B:243,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:244,PERFORMS
Event:R:244,ATTACK:UNK,USES_TECHNIQUE
Event:R:244,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:244,PERFORMS
Event:B:244,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:245,PERFORMS
Event:R:245,ATTACK:UNK,USES_TECHNIQUE
Event:R:245,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:245,PERFORMS
Event:B:245,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:246,PERFORMS
Event:R:246,ATTACK:UNK,USES_TECHNIQUE
Event:R:246,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:246,PERFORMS
Event:B:246,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:247,PERFORMS
Event:R:247,ATTACK:UNK,USES_TECHNIQUE
Event:R:247,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:247,PERFORMS
Event:B:247,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:248,PERFORMS
Event:R:248,ATTACK:UNK,USES_TECHNIQUE
Event:R:248,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:248,PERFORMS
Event:B:248,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:249,PERFORMS
Event:R:249,ATTACK:UNK,USES_TECHNIQUE
Event:R:249,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:249,PERFORMS
Event:B:249,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:250,PERFORMS
Event:R:250,ATTACK:UNK,USES_TECHNIQUE
Event:R:250,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:250,PERFORMS
Event:B:250,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:251,PERFORMS
Event:R:251,ATTACK:UNK,USES_TECHNIQUE
Event:R:251,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:251,PERFORMS
Event:B:251,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:252,PERFORMS
Event:R:252,ATTACK:UNK,USES_TECHNIQUE
Event:R:252,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:252,PERFORMS
Event:B:252,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:253,PERFORMS
Event:R:253,ATTACK:UNK,USES_TECHNIQUE
Event:R:253,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:253,PERFORMS
Event:B:253,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:254,PERFORMS
Event:R:254,ATTACK:UNK,USES_TECHNIQUE
Event:R:254,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:254,PERFORMS
Event:B:254,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:255,PERFORMS
Event:R:255,ATTACK:UNK,USES_TECHNIQUE
Event:R:255,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:255,PERFORMS
Event:B:255,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:256,PERFORMS
Event:R:256,ATTACK:UNK,USES_TECHNIQUE
Event:R:256,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:256,PERFORMS
Event:B:256,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:257,PERFORMS
Event:R:257,ATTACK:UNK,USES_TECHNIQUE
Event:R:257,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:257,PERFORMS
Event:B:257,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:258,PERFORMS
Event:R:258,ATTACK:UNK,USES_TECHNIQUE
Event:R:258,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:258,PERFORMS
Event:B:258,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:259,PERFORMS
Event:R:259,ATTACK:UNK,USES_TECHNIQUE
Event:R:259,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:259,PERFORMS
Event:B:259,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:260,PERFORMS
Event:R:260,ATTACK:UNK,USES_TECHNIQUE
Event:R:260,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:260,PERFORMS
Event:B:260,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:261,PERFORMS
Event:R:261,ATTACK:UNK,USES_TECHNIQUE
Event:R:261,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:261,PERFORMS
Event:B:261,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:262,PERFORMS
Event:R:262,ATTACK:UNK,USES_TECHNIQUE
Event:R:262,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:262,PERFORMS
Event:B:262,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:263,PERFORMS
Event:R:263,ATTACK:UNK,USES_TECHNIQUE
Event:R:263,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:263,PERFORMS
Event:B:263,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:264,PERFORMS
Event:R:264,ATTACK:UNK,USES_TECHNIQUE
Event:R:264,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:264,PERFORMS
